SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
DAL,USA,57.26,2025-10-09,44.99,1.69,5.09%,0.60,7.592,7.521,"80,326",27.29%,47.71%  (  -2.90%),28.54%,"864,150",5,5,5,85,Airlines,"UAL, 0.94(6M)"
PEP,USA,141.98,2025-10-09,47.84,2.20,-0.48%,2.12,3.516,4.368,"26,291",16.59%,26.95%  (  -0.42%),48.77%,"459,955",7,4,4,80,Beverages - Non-Alcoholic,"KO, 0.89(6M)"
LEVI,USA,24.45,2025-10-09,74.36,0.55,32.23%,1.53,11.735,10.041,"2,436",22.46%,47.19%  (  +0.74%),35.56%,"73,871",9,5,5,92,Apparel Manufacturing,
APLD,USA,26.53,2025-10-09,76.92,1.79,159.03%,32.19,18.065,20.355,"131,793",81.49%,129.54%  (  -13.19%),55.29%,"774,390",7,5,5,85,Information Technology Services,
PGR,USA,245.70,2025-10-09,51.82,3.99,-5.13%,1.75,0.959,5.457,"1,256",14.23%,27.95%  (  +0.44%),24.59%,"46,260",5,4,4,88,Insurance - Property & Casualty,
GS,USA,789.98,2025-10-14,56.69,15.80,23.34%,1.90,4.413,5.653,"27,339",20.58%,32.30%  (  +0.98%),26.71%,"290,085",9,4,4,85,Capital Markets,"MS, 0.96(6M)"
C,USA,97.74,2025-10-14,44.92,2.15,20.70%,1.06,4.159,5.682,"71,404",19.59%,32.84%  (  -0.11%),26.65%,"1,595,846",8,4,5,85,Banks - Diversified,
WFC,USA,80.67,2025-10-14,43.33,1.70,6.26%,2.10,4.646,5.472,"33,966",21.31%,31.28%  (  -0.37%),26.13%,"1,187,294",8,4,4,80,Banks - Diversified,
JPM,USA,310.03,2025-10-14,55.02,5.16,15.46%,3.06,3.907,4.771,"239,249",15.72%,26.81%  (  -0.15%),23.02%,"778,205",7,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
ACI,USA,17.38,2025-10-14,28.34,0.32,-15.41%,0.12,5.341,6.196,"18,352",15.76%,34.95%  (  -0.09%),18.29%,"97,600",5,4,4,60,Grocery Stores,
JNJ,USA,188.64,2025-10-14,75.36,2.67,17.77%,5.01,2.588,3.746,"44,460",13.88%,20.13%  (  -0.03%),33.91%,"431,983",7,4,4,88,Drug Manufacturers - General,"PFE, 0.83(6M)"
ASML,USA,1032.22,2025-10-15,84.85,22.49,38.21%,11.45,5.966,8.838,"19,788",32.50%,45.98%  (  +1.14%),41.10%,"191,381",10,4,5,82,Semiconductor Equipment & Materials,
CFG,USA,53.82,2025-10-15,63.46,1.06,20.35%,1.92,4.259,5.406,"1,323",20.58%,29.92%  (  -0.23%),16.41%,"49,053",9,5,5,80,Banks - Regional,
BAC,USA,50.64,2025-10-15,49.40,0.87,12.00%,1.89,3.906,4.923,"93,182",15.74%,28.26%  (  -0.06%),22.19%,"2,657,390",8,5,5,80,Banks - Diversified,
ABT,USA,134.59,2025-10-15,55.36,2.68,4.08%,5.43,3.642,4.964,"8,284",14.74%,26.98%  (  +0.69%),45.64%,"191,915",7,5,5,85,Medical Devices,
PNC,USA,198.46,2025-10-15,42.77,3.40,6.68%,2.31,3.823,4.637,"1,707",17.42%,25.81%  (  -0.48%),19.29%,"39,896",9,4,4,78,Banks - Regional,
MS,USA,157.59,2025-10-15,56.38,3.02,18.29%,2.30,3.773,5.290,"14,558",17.23%,30.99%  (  -0.33%),21.96%,"507,971",8,4,4,85,Capital Markets,"GS, 0.96(6M)"
SYF,USA,71.23,2025-10-15,40.39,1.92,11.74%,1.36,8.318,7.804,539,22.83%,40.65%  (  -1.25%),26.14%,"51,403",5,4,4,77,Credit Services,
PLD,USA,117.06,2025-10-15,63.85,2.08,6.48%,13.00,4.465,5.152,"4,287",19.82%,27.06%  (  +0.16%),14.17%,"65,644",4,4,4,80,REIT - Industrial,
FHN,USA,22.56,2025-10-15,50.53,0.45,9.35%,2.34,5.496,6.589,"12,786",18.42%,35.75%  (  -0.46%),26.55%,"147,891",4,4,4,75,Banks - Regional,
SNV,USA,48.68,2025-10-15,40.15,1.18,-2.03%,1.85,4.543,6.729,514,21.69%,44.95%  (  -2.78%),38.08%,"18,960",10,4,4,78,Banks - Regional,
UAL,USA,95.33,2025-10-15,37.74,3.26,7.45%,0.53,8.326,9.797,"17,083",29.39%,52.90%  (  -1.41%),21.99%,"479,966",5,5,5,88,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
KMI,USA,28.46,2025-10-15,66.74,0.49,3.58%,3.97,3.583,3.675,"35,671",12.95%,26.38%  (  +0.31%),21.24%,"354,198",10,4,4,85,Oil & Gas Midstream,
PPG,USA,104.43,2025-10-15,37.85,2.07,-6.65%,1.46,3.792,4.732,"1,572",19.10%,30.67%  (  +1.20%),43.46%,"27,944",7,4,4,75,Specialty Chemicals,
CCI,USA,95.45,2025-10-15,45.90,1.88,-2.85%,7.67,5.056,4.232,"1,524",18.45%,27.17%  (  +0.32%),26.23%,"45,550",6,5,4,70,REIT - Specialty,
LVS,USA,50.97,2025-10-15,38.87,1.49,11.32%,3.01,5.661,8.816,"45,409",33.25%,46.22%  (  +4.70%),37.84%,"273,260",7,4,4,80,Resorts & Casinos,
EFX,USA,236.67,2025-10-15,37.53,8.34,-6.31%,5.02,8.273,5.554,729,41.26%,38.32%  (  -3.07%),42.89%,"7,807",6,4,5,70,Consulting Services,
SCHW,USA,94.08,2025-10-16,49.48,1.95,10.18%,6.40,5.246,6.065,"11,289",26.71%,30.95%  (  -1.31%),29.00%,"445,837",6,5,5,85,Capital Markets,"AMTD, 0.84(6M)"
KEY,USA,18.63,2025-10-16,47.08,0.39,9.28%,2.19,4.056,5.268,"7,167",19.75%,30.41%  (  -0.89%),16.67%,"209,380",5,4,4,85,Banks - Regional,
USB,USA,48.07,2025-10-16,45.44,0.85,5.87%,1.78,3.787,4.814,"3,990",19.45%,27.76%  (  +0.61%),19.80%,"219,331",6,4,4,85,Banks - Regional,
BK,USA,106.60,2025-10-16,50.81,1.88,18.40%,1.86,4.539,5.495,"1,769",14.22%,30.16%  (  -0.53%),31.84%,"71,233",7,4,4,88,Banks - Diversified,"STT, 0.83(6M)"
FNB,USA,16.25,2025-10-16,52.65,0.31,10.20%,2.22,7.044,8.740,860,19.78%,35.90%  (  +1.21%),22.10%,"11,210",9,5,5,80,Banks - Regional,
CSX,USA,36.01,2025-10-16,66.39,0.79,12.20%,4.74,3.824,4.786,"11,222",29.40%,25.57%  (  -1.47%),26.72%,"439,250",9,5,5,70,Railroads,
