SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
TGTX,USA,35.02,2025-08-04,40.97,1.48,2.78%,14.39,16.103,13.575,"9,543",37.71%,87.28%  (  +6.18%),59.35%,"127,934",9,4,4,85,Biotechnology,
ON,USA,56.82,2025-08-04,50.38,2.47,4.99%,3.56,9.888,10.227,"27,489",40.86%,57.89%  (  -1.20%),34.19%,"314,705",6,4,4,73,Semiconductors,
W,USA,65.22,2025-08-04,70.00,2.62,49.91%,0.71,14.145,12.907,"41,878",45.13%,74.81%  (  -0.57%),29.80%,"297,826",9,4,4,65,Internet Retail,
OKE,USA,78.99,2025-08-04,41.29,1.89,-15.48%,1.98,9.960,5.325,"4,453",26.15%,32.52%  (  +1.74%),33.37%,"86,837",7,4,4,87,Oil & Gas Midstream,
BRBR,USA,54.11,2025-08-04,36.69,1.65,-21.77%,3.13,8.385,11.444,"25,663",26.64%,57.98%  (  +3.63%),100.00%,"89,630",8,5,5,70,Packaged Foods,
TREX,USA,63.42,2025-08-04,52.45,2.11,-0.76%,6.08,11.177,9.281,591,40.16%,50.33%  (  -1.52%),47.10%,"4,299",7,4,4,70,Building Products & Equipment,
BWXT,USA,149.50,2025-08-04,65.34,3.88,25.54%,4.91,11.397,6.791,895,23.54%,38.71%  (  +1.36%),51.43%,"19,560",8,4,4,87,Aerospace & Defense,
BMRN,USA,58.14,2025-08-04,51.02,1.48,-8.34%,3.82,7.398,7.381,691,26.09%,38.74%  (  -1.08%),43.58%,"31,579",6,5,5,89,Biotechnology,
KD,USA,36.38,2025-08-04,31.34,1.16,3.07%,0.56,12.817,12.251,"1,663",31.49%,61.13%  (  +1.08%),60.22%,"49,009",10,5,4,70,Information Technology Services,
VNOM,USA,36.60,2025-08-04,39.71,1.08,-18.31%,8.97,7.954,7.340,705,32.86%,42.23%  (  -0.36%),38.08%,"20,267",10,5,5,79,Oil & Gas Midstream,
FANG,USA,146.14,2025-08-04,52.99,4.08,-6.09%,3.31,4.957,5.173,"2,213",32.01%,38.64%  (  +1.49%),36.43%,"74,713",5,5,5,72,Oil & Gas E&P,
SPG,USA,160.68,2025-08-04,43.66,2.81,-4.84%,10.11,5.266,4.593,860,17.50%,27.35%  (  +1.42%),25.37%,"48,130",5,4,4,74,REIT - Retail,
WMB,USA,60.27,2025-08-04,57.51,1.33,5.28%,6.67,3.837,4.355,"20,542",28.89%,30.12%  (  +0.80%),32.83%,"174,300",8,4,5,80,Oil & Gas Midstream,
VRTX,USA,462.13,2025-08-04,49.58,9.62,-0.34%,10.75,4.827,6.315,"1,772",21.96%,38.13%  (  -0.47%),56.86%,"43,364",9,4,4,78,Biotechnology,
CTRA,USA,23.70,2025-08-04,40.53,0.60,-8.44%,2.99,4.201,6.279,"8,543",25.72%,43.35%  (  -4.48%),57.91%,"125,031",6,5,5,75,Oil & Gas E&P,
VOYG,USA,39.19,2025-08-04,38.09,3.62,-10.56%,-,0.000,17.785,"1,051",89.10%,96.06%  (  +6.16%),16.33%,"14,265",9,4,4,,Aerospace & Defense,
AROC,USA,22.48,2025-08-04,36.75,0.60,-9.52%,3.22,9.579,7.779,"1,265",24.71%,41.94%  (  +1.12%),26.55%,"7,627",8,5,4,88,Oil & Gas Equipment & Services,
DD,USA,69.94,2025-08-05,38.59,1.75,-6.77%,2.34,5.753,5.404,"2,499",25.18%,35.22%  (  +3.59%),34.08%,"84,040",10,5,5,80,Specialty Chemicals,
ZTS,USA,147.38,2025-08-05,36.40,3.13,-10.86%,7.07,7.429,6.589,"2,874",18.07%,32.97%  (  -0.31%),49.31%,"49,056",7,4,4,80,Drug Manufacturers - Specialty & Generic,
MPC,USA,165.53,2025-08-05,39.55,3.95,8.70%,0.37,5.233,4.304,"2,804",24.36%,33.02%  (  +1.19%),19.49%,"77,700",9,4,4,62,Oil & Gas Refining & Marketing,
MPLX,USA,51.85,2025-08-05,56.82,0.82,3.22%,4.65,4.238,4.801,911,12.13%,25.10%  (  +3.95%),35.75%,"67,123",8,5,5,85,Oil & Gas Midstream,
FIS,USA,78.36,2025-08-05,40.54,1.48,-1.63%,4.04,5.798,6.440,556,18.54%,36.91%  (  +5.16%),57.34%,"53,454",8,4,4,85,Information Technology Services,
SRAD,Switzerland,29.57,2025-08-05,61.45,0.86,39.22%,7.44,10.594,10.191,"1,169",28.27%,54.71%  (  +4.28%),37.99%,"31,636",10,5,5,85,Software - Application,
